timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1745480023354,592,HTTP Request,200,OK,Thread Group conf 3 1-4,text,false,"The operation lasted too long: It took 592 milliseconds, but should not have lasted longer than 560 milliseconds.",231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,592,0,1
1745480023354,593,HTTP Request,200,OK,Thread Group conf 3 1-2,text,false,"The operation lasted too long: It took 593 milliseconds, but should not have lasted longer than 560 milliseconds.",231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,593,0,1
1745480023354,593,HTTP Request,200,OK,Thread Group conf 3 1-3,text,false,"The operation lasted too long: It took 593 milliseconds, but should not have lasted longer than 560 milliseconds.",231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,593,0,1
1745480023354,593,HTTP Request,200,OK,Thread Group conf 3 1-6,text,false,"The operation lasted too long: It took 593 milliseconds, but should not have lasted longer than 560 milliseconds.",231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,593,0,1
1745480023355,592,HTTP Request,200,OK,Thread Group conf 3 1-9,text,false,"The operation lasted too long: It took 592 milliseconds, but should not have lasted longer than 560 milliseconds.",231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,592,0,0
1745480023355,592,HTTP Request,200,OK,Thread Group conf 3 1-11,text,false,"The operation lasted too long: It took 592 milliseconds, but should not have lasted longer than 560 milliseconds.",231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,592,0,1
1745480023356,591,HTTP Request,200,OK,Thread Group conf 3 1-12,text,false,"The operation lasted too long: It took 591 milliseconds, but should not have lasted longer than 560 milliseconds.",231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,591,0,0
1745480023355,592,HTTP Request,200,OK,Thread Group conf 3 1-7,text,false,"The operation lasted too long: It took 592 milliseconds, but should not have lasted longer than 560 milliseconds.",231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,592,0,0
1745480023356,591,HTTP Request,200,OK,Thread Group conf 3 1-14,text,false,"The operation lasted too long: It took 591 milliseconds, but should not have lasted longer than 560 milliseconds.",231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,591,0,0
1745480023354,593,HTTP Request,200,OK,Thread Group conf 3 1-8,text,false,"The operation lasted too long: It took 593 milliseconds, but should not have lasted longer than 560 milliseconds.",231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,593,0,1
1745480023354,593,HTTP Request,200,OK,Thread Group conf 3 1-5,text,false,"The operation lasted too long: It took 593 milliseconds, but should not have lasted longer than 560 milliseconds.",231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,593,0,1
1745480023355,592,HTTP Request,200,OK,Thread Group conf 3 1-10,text,false,"The operation lasted too long: It took 592 milliseconds, but should not have lasted longer than 560 milliseconds.",231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,592,0,0
1745480023356,591,HTTP Request,200,OK,Thread Group conf 3 1-15,text,false,"The operation lasted too long: It took 591 milliseconds, but should not have lasted longer than 560 milliseconds.",231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,591,0,0
1745480023354,593,HTTP Request,200,OK,Thread Group conf 3 1-1,text,false,"The operation lasted too long: It took 593 milliseconds, but should not have lasted longer than 560 milliseconds.",231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,593,0,1
1745480023356,591,HTTP Request,200,OK,Thread Group conf 3 1-16,text,false,"The operation lasted too long: It took 591 milliseconds, but should not have lasted longer than 560 milliseconds.",231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,591,0,1
1745480023356,591,HTTP Request,200,OK,Thread Group conf 3 1-13,text,false,"The operation lasted too long: It took 591 milliseconds, but should not have lasted longer than 560 milliseconds.",231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,591,0,0
1745480023357,590,HTTP Request,200,OK,Thread Group conf 3 1-18,text,false,"The operation lasted too long: It took 590 milliseconds, but should not have lasted longer than 560 milliseconds.",231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,590,0,0
1745480023357,590,HTTP Request,200,OK,Thread Group conf 3 1-20,text,false,"The operation lasted too long: It took 590 milliseconds, but should not have lasted longer than 560 milliseconds.",231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,590,0,1
1745480023357,590,HTTP Request,200,OK,Thread Group conf 3 1-19,text,false,"The operation lasted too long: It took 590 milliseconds, but should not have lasted longer than 560 milliseconds.",231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,590,0,1
1745480023357,590,HTTP Request,200,OK,Thread Group conf 3 1-17,text,false,"The operation lasted too long: It took 590 milliseconds, but should not have lasted longer than 560 milliseconds.",231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,590,0,0
1745480024861,410,HTTP Request,200,OK,Thread Group conf 3 1-15,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,410,0,0
1745480024861,410,HTTP Request,200,OK,Thread Group conf 3 1-8,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,410,0,0
1745480024860,412,HTTP Request,200,OK,Thread Group conf 3 1-17,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,412,0,0
1745480024861,411,HTTP Request,200,OK,Thread Group conf 3 1-16,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,411,0,0
1745480024860,413,HTTP Request,200,OK,Thread Group conf 3 1-20,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,413,0,0
1745480024860,417,HTTP Request,200,OK,Thread Group conf 3 1-1,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,417,0,0
1745480024858,419,HTTP Request,200,OK,Thread Group conf 3 1-4,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,419,0,0
1745480024862,415,HTTP Request,200,OK,Thread Group conf 3 1-10,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,415,0,0
1745480024860,417,HTTP Request,200,OK,Thread Group conf 3 1-11,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,417,0,0
1745480024860,417,HTTP Request,200,OK,Thread Group conf 3 1-13,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,417,0,0
1745480024859,418,HTTP Request,200,OK,Thread Group conf 3 1-14,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,418,0,0
1745480024858,424,HTTP Request,200,OK,Thread Group conf 3 1-2,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,424,0,0
1745480024860,423,HTTP Request,200,OK,Thread Group conf 3 1-6,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,423,0,0
1745480024860,422,HTTP Request,200,OK,Thread Group conf 3 1-3,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,422,0,0
1745480024861,422,HTTP Request,200,OK,Thread Group conf 3 1-5,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,422,0,0
1745480024860,423,HTTP Request,200,OK,Thread Group conf 3 1-7,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,423,0,0
1745480024860,423,HTTP Request,200,OK,Thread Group conf 3 1-12,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,423,0,0
1745480024861,422,HTTP Request,200,OK,Thread Group conf 3 1-18,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,422,0,0
1745480024859,426,HTTP Request,200,OK,Thread Group conf 3 1-9,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,426,0,0
1745480024861,424,HTTP Request,200,OK,Thread Group conf 3 1-19,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,424,0,0
1745480026361,465,HTTP Request,200,OK,Thread Group conf 3 1-14,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,465,0,0
1745480026355,471,HTTP Request,200,OK,Thread Group conf 3 1-7,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,471,0,0
1745480026355,471,HTTP Request,200,OK,Thread Group conf 3 1-8,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,471,0,0
1745480026361,465,HTTP Request,200,OK,Thread Group conf 3 1-20,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,465,0,0
1745480026360,466,HTTP Request,200,OK,Thread Group conf 3 1-10,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,466,0,0
1745480026361,465,HTTP Request,200,OK,Thread Group conf 3 1-16,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,465,0,0
1745480026361,465,HTTP Request,200,OK,Thread Group conf 3 1-17,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,465,0,0
1745480026361,465,HTTP Request,200,OK,Thread Group conf 3 1-15,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,465,0,0
1745480026360,466,HTTP Request,200,OK,Thread Group conf 3 1-18,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,466,0,0
1745480026355,471,HTTP Request,200,OK,Thread Group conf 3 1-4,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,471,0,0
1745480026361,465,HTTP Request,200,OK,Thread Group conf 3 1-12,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,465,0,0
1745480026356,470,HTTP Request,200,OK,Thread Group conf 3 1-11,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,470,0,0
1745480026355,470,HTTP Request,200,OK,Thread Group conf 3 1-3,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,470,0,0
1745480026355,471,HTTP Request,200,OK,Thread Group conf 3 1-9,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,471,0,0
1745480026360,466,HTTP Request,200,OK,Thread Group conf 3 1-13,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,466,0,0
1745480026360,466,HTTP Request,200,OK,Thread Group conf 3 1-5,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,466,0,0
1745480026358,468,HTTP Request,200,OK,Thread Group conf 3 1-19,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,468,0,0
1745480026358,468,HTTP Request,200,OK,Thread Group conf 3 1-2,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,468,0,0
1745480026360,466,HTTP Request,200,OK,Thread Group conf 3 1-6,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,466,0,0
1745480026358,468,HTTP Request,200,OK,Thread Group conf 3 1-1,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,468,0,0
1745480027859,489,HTTP Request,200,OK,Thread Group conf 3 1-4,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,489,0,0
1745480027859,491,HTTP Request,200,OK,Thread Group conf 3 1-2,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,491,0,0
1745480027859,491,HTTP Request,200,OK,Thread Group conf 3 1-8,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,491,0,0
1745480027860,490,HTTP Request,200,OK,Thread Group conf 3 1-9,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,490,0,0
1745480027860,490,HTTP Request,200,OK,Thread Group conf 3 1-10,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,490,0,0
1745480027860,490,HTTP Request,200,OK,Thread Group conf 3 1-5,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,490,0,0
1745480027859,491,HTTP Request,200,OK,Thread Group conf 3 1-3,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,491,0,0
1745480027859,491,HTTP Request,200,OK,Thread Group conf 3 1-1,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,491,0,0
1745480027859,491,HTTP Request,200,OK,Thread Group conf 3 1-11,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,491,0,0
1745480027860,490,HTTP Request,200,OK,Thread Group conf 3 1-12,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,490,0,0
1745480027859,491,HTTP Request,200,OK,Thread Group conf 3 1-14,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,491,0,0
1745480027859,491,HTTP Request,200,OK,Thread Group conf 3 1-16,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,491,0,0
1745480027860,490,HTTP Request,200,OK,Thread Group conf 3 1-15,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,490,0,0
1745480027859,491,HTTP Request,200,OK,Thread Group conf 3 1-6,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,491,0,0
1745480027862,488,HTTP Request,200,OK,Thread Group conf 3 1-17,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,488,0,0
1745480027859,491,HTTP Request,200,OK,Thread Group conf 3 1-20,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,491,0,0
1745480027859,491,HTTP Request,200,OK,Thread Group conf 3 1-7,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,491,0,0
1745480027860,490,HTTP Request,200,OK,Thread Group conf 3 1-18,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,490,0,0
1745480027862,488,HTTP Request,200,OK,Thread Group conf 3 1-19,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,488,0,0
1745480027859,491,HTTP Request,200,OK,Thread Group conf 3 1-13,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,491,0,0
1745480029357,531,HTTP Request,200,OK,Thread Group conf 3 1-2,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,531,0,0
1745480029355,533,HTTP Request,200,OK,Thread Group conf 3 1-3,text,true,,231,158,20,20,http://localhost:8080/?token=495352458&user=-2105144270&config=3,533,0,0
